apparent_authority,apparent_authority_probe_count,apparent_authority_probe_ids,authority_gain_error_count,authority_loss_error_count,case_id,changed,condition_id,domain,event_ids,failure_categories,family,fidelity_exact,memory_format,memory_id,profile_id,raw_event_types,retained_after_failed_update,retained_from_block_index,run_id,semantic_correct,semantic_error_count,source_run,state_id,state_status,triggering_event_type,update_index,write_mode,writer,writer_model,writer_provider,writer_run_id,writer_seed,writer_target
false,0,[],0,0,procurement_v1_staffing_category_narrowing,true,one_shot_typed,procurement,[],[],procurement_v1_staffing_category_narrowing,true,typed,mem_7ce3c0419f69f09a5ef95577,profile_91de8d141c07599ed37ea161,[],false,5,procurement:nemotron_3_ultra_baseten,true,0,/Users/tommasocerruti/Workspace/eal-bench/results/procurement/20260809-005257-869522__authorization-memory-writer__procurement-v1-transfer-nemotron-3-ultra,state_290ff2037fc641720e719036,accepted,non_authorization_update,5,one_shot,Nemotron 3 Ultra,nvidia/NVIDIA-Nemotron-3-Ultra-550B-A55B,baseten,0,20260719,nemotron_3_ultra_baseten
false,0,[],0,0,procurement_v1_relocation_revoke_replace,true,one_shot_typed,procurement,[],"[""record_state_error""]",procurement_v1_relocation_revoke_replace,false,typed,mem_14002d8c3c2f4a03fecec28f,profile_b7c6f2512f1390e2a643528b,[],false,4,procurement:nemotron_3_ultra_baseten,false,1,/Users/tommasocerruti/Workspace/eal-bench/results/procurement/20260809-005257-869522__authorization-memory-writer__procurement-v1-transfer-nemotron-3-ultra,state_4556a917aa824254bdcac6f4,accepted,non_authorization_update,4,one_shot,Nemotron 3 Ultra,nvidia/NVIDIA-Nemotron-3-Ultra-550B-A55B,baseten,0,20260719,nemotron_3_ultra_baseten
false,0,[],0,0,procurement_v1_software_license_grant,false,incremental_typed,procurement,[],[],procurement_v1_software_license_grant,true,typed,mem_6cb628f9abad4b66d575833f,profile_e3d44f27d6ce947d151dff09,[],false,0,procurement:nemotron_3_ultra_baseten,true,0,/Users/tommasocerruti/Workspace/eal-bench/results/procurement/20260809-005257-869522__authorization-memory-writer__procurement-v1-transfer-nemotron-3-ultra,state_fda2be43c5cbf9c5ec3cd335,no_change,non_authorization_update,0,incremental,Nemotron 3 Ultra,nvidia/NVIDIA-Nemotron-3-Ultra-550B-A55B,baseten,0,20260719,nemotron_3_ultra_baseten
false,0,[],0,0,procurement_v1_facilities_emergency_grant,false,incremental_typed,procurement,[],[],procurement_v1_facilities_emergency_grant,true,typed,mem_176decea61f5e034145cff96,profile_1328ea73fe03bead90c7ecda,[],false,0,procurement:nemotron_3_ultra_baseten,true,0,/Users/tommasocerruti/Workspace/eal-bench/results/procurement/20260809-005257-869522__authorization-memory-writer__procurement-v1-transfer-nemotron-3-ultra,state_c3edab8928299843fdbd177a,no_change,non_authorization_update,0,incremental,Nemotron 3 Ultra,nvidia/NVIDIA-Nemotron-3-Ultra-550B-A55B,baseten,0,20260719,nemotron_3_ultra_baseten
false,0,[],0,0,procurement_v1_cloud_spend_narrowing,false,incremental_typed,procurement,[],[],procurement_v1_cloud_spend_narrowing,true,typed,mem_21413ca1969533c5971b11e0,profile_0b1036603108948b61786225,[],false,0,procurement:nemotron_3_ultra_baseten,true,0,/Users/tommasocerruti/Workspace/eal-bench/results/procurement/20260809-005257-869522__authorization-memory-writer__procurement-v1-transfer-nemotron-3-ultra,state_ed5fbb98f26b143a7195d139,no_change,non_authorization_update,0,incremental,Nemotron 3 Ultra,nvidia/NVIDIA-Nemotron-3-Ultra-550B-A55B,baseten,0,20260719,nemotron_3_ultra_baseten
false,0,[],0,0,procurement_v1_reagent_window_narrowing,false,incremental_typed,procurement,[],[],procurement_v1_reagent_window_narrowing,true,typed,mem_77229cd7fb5124ebea78149f,profile_55888e1489fed207e3dc9949,[],false,0,procurement:nemotron_3_ultra_baseten,true,0,/Users/tommasocerruti/Workspace/eal-bench/results/procurement/20260809-005257-869522__authorization-memory-writer__procurement-v1-transfer-nemotron-3-ultra,state_5b61fa0856a6fd54f76d4977,no_change,non_authorization_update,0,incremental,Nemotron 3 Ultra,nvidia/NVIDIA-Nemotron-3-Ultra-550B-A55B,baseten,0,20260719,nemotron_3_ultra_baseten
false,0,[],0,0,procurement_v1_catering_category_narrowing,false,incremental_typed,procurement,[],[],procurement_v1_catering_category_narrowing,true,typed,mem_9bf513051dd3da5a942b412d,profile_b7fd0f4e213470234a04ddf3,[],false,0,procurement:nemotron_3_ultra_baseten,true,0,/Users/tommasocerruti/Workspace/eal-bench/results/procurement/20260809-005257-869522__authorization-memory-writer__procurement-v1-transfer-nemotron-3-ultra,state_be2b32d6a3e1ff3d5d527ca5,no_change,non_authorization_update,0,incremental,Nemotron 3 Ultra,nvidia/NVIDIA-Nemotron-3-Ultra-550B-A55B,baseten,0,20260719,nemotron_3_ultra_baseten
false,0,[],0,0,procurement_v1_freight_vendor_change,false,incremental_typed,procurement,[],[],procurement_v1_freight_vendor_change,true,typed,mem_c3e484cb3d60a98a190ab27f,profile_8f55c9ec04780c2cfd72f04c,[],false,0,procurement:nemotron_3_ultra_baseten,true,0,/Users/tommasocerruti/Workspace/eal-bench/results/procurement/20260809-005257-869522__authorization-memory-writer__procurement-v1-transfer-nemotron-3-ultra,state_c65e4d8f8a695cc622a4dc02,no_change,non_authorization_update,0,incremental,Nemotron 3 Ultra,nvidia/NVIDIA-Nemotron-3-Ultra-550B-A55B,baseten,0,20260719,nemotron_3_ultra_baseten
false,0,[],0,0,procurement_v1_print_budget_narrowing,false,incremental_typed,procurement,[],[],procurement_v1_print_budget_narrowing,true,typed,mem_a4a7e821b4b43454f031aa13,profile_b752a5a91756e32bc14c2a95,[],false,0,procurement:nemotron_3_ultra_baseten,true,0,/Users/tommasocerruti/Workspace/eal-bench/results/procurement/20260809-005257-869522__authorization-memory-writer__procurement-v1-transfer-nemotron-3-ultra,state_7be3ddbbd453fa6be942c49f,no_change,non_authorization_update,0,incremental,Nemotron 3 Ultra,nvidia/NVIDIA-Nemotron-3-Ultra-550B-A55B,baseten,0,20260719,nemotron_3_ultra_baseten
false,0,[],0,0,procurement_v1_spare_parts_time_shift,false,incremental_typed,procurement,[],[],procurement_v1_spare_parts_time_shift,true,typed,mem_4ca1bd5383a43a14077cb456,profile_582a568eed9343714f8ce95a,[],false,0,procurement:nemotron_3_ultra_baseten,true,0,/Users/tommasocerruti/Workspace/eal-bench/results/procurement/20260809-005257-869522__authorization-memory-writer__procurement-v1-transfer-nemotron-3-ultra,state_a475665b83c18392169257d0,no_change,non_authorization_update,0,incremental,Nemotron 3 Ultra,nvidia/NVIDIA-Nemotron-3-Ultra-550B-A55B,baseten,0,20260719,nemotron_3_ultra_baseten
false,0,[],0,0,procurement_v1_hardware_revoke_replace,false,incremental_typed,procurement,[],[],procurement_v1_hardware_revoke_replace,true,typed,mem_5d8209ea2a7a5e71b98be1b3,profile_b63a6a60848aac2446ebf62a,[],false,0,procurement:nemotron_3_ultra_baseten,true,0,/Users/tommasocerruti/Workspace/eal-bench/results/procurement/20260809-005257-869522__authorization-memory-writer__procurement-v1-transfer-nemotron-3-ultra,state_1170685a289112d2a0a98551,no_change,non_authorization_update,0,incremental,Nemotron 3 Ultra,nvidia/NVIDIA-Nemotron-3-Ultra-550B-A55B,baseten,0,20260719,nemotron_3_ultra_baseten
false,0,[],0,0,procurement_v1_calibration_revoke_replace,false,incremental_typed,procurement,[],[],procurement_v1_calibration_revoke_replace,true,typed,mem_fb5546b3ecdff2dc449d698e,profile_cc666cf384c3f02604bd7662,[],false,0,procurement:nemotron_3_ultra_baseten,true,0,/Users/tommasocerruti/Workspace/eal-bench/results/procurement/20260809-005257-869522__authorization-memory-writer__procurement-v1-transfer-nemotron-3-ultra,state_f3b1c7fd4d6b365b42e0ae6d,no_change,non_authorization_update,0,incremental,Nemotron 3 Ultra,nvidia/NVIDIA-Nemotron-3-Ultra-550B-A55B,baseten,0,20260719,nemotron_3_ultra_baseten
false,0,[],0,0,procurement_v1_staffing_category_narrowing,false,incremental_typed,procurement,[],[],procurement_v1_staffing_category_narrowing,true,typed,mem_34e5247c8e6a52db5d50c3ee,profile_b323829fa50a25a5ce48ab22,[],false,0,procurement:nemotron_3_ultra_baseten,true,0,/Users/tommasocerruti/Workspace/eal-bench/results/procurement/20260809-005257-869522__authorization-memory-writer__procurement-v1-transfer-nemotron-3-ultra,state_94edc7a2e0d5f3e336ba353a,no_change,non_authorization_update,0,incremental,Nemotron 3 Ultra,nvidia/NVIDIA-Nemotron-3-Ultra-550B-A55B,baseten,0,20260719,nemotron_3_ultra_baseten
false,0,[],0,0,procurement_v1_relocation_revoke_replace,false,incremental_typed,procurement,[],[],procurement_v1_relocation_revoke_replace,true,typed,mem_698482dbd48e4ee71eb3dcae,profile_4e9f25ffcb9eb7da12419c88,[],false,0,procurement:nemotron_3_ultra_baseten,true,0,/Users/tommasocerruti/Workspace/eal-bench/results/procurement/20260809-005257-869522__authorization-memory-writer__procurement-v1-transfer-nemotron-3-ultra,state_4700888d2e5f062077a9ffdf,no_change,non_authorization_update,0,incremental,Nemotron 3 Ultra,nvidia/NVIDIA-Nemotron-3-Ultra-550B-A55B,baseten,0,20260719,nemotron_3_ultra_baseten
false,0,[],0,0,procurement_v1_software_license_grant,true,incremental_typed,procurement,"[""procurement_v1_software_license_grant_event_issue""]",[],procurement_v1_software_license_grant,true,typed,mem_908d5ce9af7f056cbe0bdf16,profile_e3d44f27d6ce947d151dff09,"[""issue""]",false,1,procurement:nemotron_3_ultra_baseten,true,0,/Users/tommasocerruti/Workspace/eal-bench/results/procurement/20260809-005257-869522__authorization-memory-writer__procurement-v1-transfer-nemotron-3-ultra,state_5adc67b86d8ff8dc8c3cbb45,accepted,grant,1,incremental,Nemotron 3 Ultra,nvidia/NVIDIA-Nemotron-3-Ultra-550B-A55B,baseten,0,20260719,nemotron_3_ultra_baseten
false,0,[],0,0,procurement_v1_facilities_emergency_grant,true,incremental_typed,procurement,"[""procurement_v1_facilities_emergency_grant_event_issue""]",[],procurement_v1_facilities_emergency_grant,true,typed,mem_b05d2b6812e87d8f07e1912c,profile_1328ea73fe03bead90c7ecda,"[""issue""]",false,1,procurement:nemotron_3_ultra_baseten,true,0,/Users/tommasocerruti/Workspace/eal-bench/results/procurement/20260809-005257-869522__authorization-memory-writer__procurement-v1-transfer-nemotron-3-ultra,state_a365c5df8e68123dd3141b65,accepted,grant,1,incremental,Nemotron 3 Ultra,nvidia/NVIDIA-Nemotron-3-Ultra-550B-A55B,baseten,0,20260719,nemotron_3_ultra_baseten
false,0,[],0,0,procurement_v1_cloud_spend_narrowing,true,incremental_typed,procurement,"[""procurement_v1_cloud_spend_narrowing_event_issue""]",[],procurement_v1_cloud_spend_narrowing,true,typed,mem_6afa598fe7300f7600d189a3,profile_0b1036603108948b61786225,"[""issue""]",false,1,procurement:nemotron_3_ultra_baseten,true,0,/Users/tommasocerruti/Workspace/eal-bench/results/procurement/20260809-005257-869522__authorization-memory-writer__procurement-v1-transfer-nemotron-3-ultra,state_31572f27f2162705a9e81f5a,accepted,grant,1,incremental,Nemotron 3 Ultra,nvidia/NVIDIA-Nemotron-3-Ultra-550B-A55B,baseten,0,20260719,nemotron_3_ultra_baseten
false,0,[],0,0,procurement_v1_reagent_window_narrowing,true,incremental_typed,procurement,"[""procurement_v1_reagent_window_narrowing_event_issue""]",[],procurement_v1_reagent_window_narrowing,false,typed,mem_cd734ebfc3363e863bd52662,profile_55888e1489fed207e3dc9949,"[""issue""]",false,1,procurement:nemotron_3_ultra_baseten,true,0,/Users/tommasocerruti/Workspace/eal-bench/results/procurement/20260809-005257-869522__authorization-memory-writer__procurement-v1-transfer-nemotron-3-ultra,state_5523b935e3dd06813efc6791,accepted,grant,1,incremental,Nemotron 3 Ultra,nvidia/NVIDIA-Nemotron-3-Ultra-550B-A55B,baseten,0,20260719,nemotron_3_ultra_baseten
false,0,[],0,0,procurement_v1_catering_category_narrowing,true,incremental_typed,procurement,"[""procurement_v1_catering_category_narrowing_event_issue""]",[],procurement_v1_catering_category_narrowing,true,typed,mem_415dcafc4e21c605ba1afb00,profile_b7fd0f4e213470234a04ddf3,"[""issue""]",false,1,procurement:nemotron_3_ultra_baseten,true,0,/Users/tommasocerruti/Workspace/eal-bench/results/procurement/20260809-005257-869522__authorization-memory-writer__procurement-v1-transfer-nemotron-3-ultra,state_4a24f39b52d41257109761f5,accepted,grant,1,incremental,Nemotron 3 Ultra,nvidia/NVIDIA-Nemotron-3-Ultra-550B-A55B,baseten,0,20260719,nemotron_3_ultra_baseten
false,0,[],0,0,procurement_v1_freight_vendor_change,true,incremental_typed,procurement,"[""procurement_v1_freight_vendor_change_event_issue""]",[],procurement_v1_freight_vendor_change,true,typed,mem_7f9674bd5596116adb5a9528,profile_8f55c9ec04780c2cfd72f04c,"[""issue""]",false,1,procurement:nemotron_3_ultra_baseten,true,0,/Users/tommasocerruti/Workspace/eal-bench/results/procurement/20260809-005257-869522__authorization-memory-writer__procurement-v1-transfer-nemotron-3-ultra,state_97afb36d0c44f4715aec4ac8,accepted,grant,1,incremental,Nemotron 3 Ultra,nvidia/NVIDIA-Nemotron-3-Ultra-550B-A55B,baseten,0,20260719,nemotron_3_ultra_baseten
false,0,[],0,0,procurement_v1_print_budget_narrowing,true,incremental_typed,procurement,"[""procurement_v1_print_budget_narrowing_event_issue""]",[],procurement_v1_print_budget_narrowing,true,typed,mem_7abe47b132c98ce7a544634a,profile_b752a5a91756e32bc14c2a95,"[""issue""]",false,1,procurement:nemotron_3_ultra_baseten,true,0,/Users/tommasocerruti/Workspace/eal-bench/results/procurement/20260809-005257-869522__authorization-memory-writer__procurement-v1-transfer-nemotron-3-ultra,state_5c79833c78aa949408bea436,accepted,grant,1,incremental,Nemotron 3 Ultra,nvidia/NVIDIA-Nemotron-3-Ultra-550B-A55B,baseten,0,20260719,nemotron_3_ultra_baseten
false,0,[],0,0,procurement_v1_spare_parts_time_shift,true,incremental_typed,procurement,"[""procurement_v1_spare_parts_time_shift_event_issue""]",[],procurement_v1_spare_parts_time_shift,true,typed,mem_ad99557ff60fa715d3573050,profile_582a568eed9343714f8ce95a,"[""issue""]",false,1,procurement:nemotron_3_ultra_baseten,true,0,/Users/tommasocerruti/Workspace/eal-bench/results/procurement/20260809-005257-869522__authorization-memory-writer__procurement-v1-transfer-nemotron-3-ultra,state_16045b80d1da2afce369cbec,accepted,grant,1,incremental,Nemotron 3 Ultra,nvidia/NVIDIA-Nemotron-3-Ultra-550B-A55B,baseten,0,20260719,nemotron_3_ultra_baseten
false,0,[],0,0,procurement_v1_hardware_revoke_replace,true,incremental_typed,procurement,"[""procurement_v1_hardware_revoke_replace_event_issue""]",[],procurement_v1_hardware_revoke_replace,true,typed,mem_13b15cea609afa82f5bbeb07,profile_b63a6a60848aac2446ebf62a,"[""issue""]",false,1,procurement:nemotron_3_ultra_baseten,true,0,/Users/tommasocerruti/Workspace/eal-bench/results/procurement/20260809-005257-869522__authorization-memory-writer__procurement-v1-transfer-nemotron-3-ultra,state_f4b169bd9716430f9f01dbe6,accepted,grant,1,incremental,Nemotron 3 Ultra,nvidia/NVIDIA-Nemotron-3-Ultra-550B-A55B,baseten,0,20260719,nemotron_3_ultra_baseten
false,0,[],0,0,procurement_v1_calibration_revoke_replace,true,incremental_typed,procurement,"[""procurement_v1_calibration_revoke_replace_event_issue""]",[],procurement_v1_calibration_revoke_replace,true,typed,mem_21afb374dd8039f0d54b27cf,profile_cc666cf384c3f02604bd7662,"[""issue""]",false,1,procurement:nemotron_3_ultra_baseten,true,0,/Users/tommasocerruti/Workspace/eal-bench/results/procurement/20260809-005257-869522__authorization-memory-writer__procurement-v1-transfer-nemotron-3-ultra,state_5a895ea62024f6c73dbcffb9,accepted,grant,1,incremental,Nemotron 3 Ultra,nvidia/NVIDIA-Nemotron-3-Ultra-550B-A55B,baseten,0,20260719,nemotron_3_ultra_baseten
false,0,[],0,0,procurement_v1_staffing_category_narrowing,true,incremental_typed,procurement,"[""procurement_v1_staffing_category_narrowing_event_issue""]",[],procurement_v1_staffing_category_narrowing,true,typed,mem_e4c6162247a35a7d9f34cbeb,profile_b323829fa50a25a5ce48ab22,"[""issue""]",false,1,procurement:nemotron_3_ultra_baseten,true,0,/Users/tommasocerruti/Workspace/eal-bench/results/procurement/20260809-005257-869522__authorization-memory-writer__procurement-v1-transfer-nemotron-3-ultra,state_c51ad6b58c4779b21416ddad,accepted,grant,1,incremental,Nemotron 3 Ultra,nvidia/NVIDIA-Nemotron-3-Ultra-550B-A55B,baseten,0,20260719,nemotron_3_ultra_baseten
false,0,[],0,0,procurement_v1_relocation_revoke_replace,true,incremental_typed,procurement,"[""procurement_v1_relocation_revoke_replace_event_issue""]","[""scope_substitution""]",procurement_v1_relocation_revoke_replace,false,typed,mem_04a2dc1b7f3708fc0e9a108b,profile_4e9f25ffcb9eb7da12419c88,"[""issue""]",false,1,procurement:nemotron_3_ultra_baseten,false,1,/Users/tommasocerruti/Workspace/eal-bench/results/procurement/20260809-005257-869522__authorization-memory-writer__procurement-v1-transfer-nemotron-3-ultra,state_f664c1977c06521f8e612217,accepted,grant,1,incremental,Nemotron 3 Ultra,nvidia/NVIDIA-Nemotron-3-Ultra-550B-A55B,baseten,0,20260719,nemotron_3_ultra_baseten
false,0,[],0,0,procurement_v1_software_license_grant,false,incremental_typed,procurement,[],[],procurement_v1_software_license_grant,true,typed,mem_908d5ce9af7f056cbe0bdf16,profile_e3d44f27d6ce947d151dff09,[],false,1,procurement:nemotron_3_ultra_baseten,true,0,/Users/tommasocerruti/Workspace/eal-bench/results/procurement/20260809-005257-869522__authorization-memory-writer__procurement-v1-transfer-nemotron-3-ultra,state_18643cbbc97656ed45bc074f,no_change,non_authorization_update,2,incremental,Nemotron 3 Ultra,nvidia/NVIDIA-Nemotron-3-Ultra-550B-A55B,baseten,0,20260719,nemotron_3_ultra_baseten
false,0,[],0,0,procurement_v1_facilities_emergency_grant,false,incremental_typed,procurement,[],[],procurement_v1_facilities_emergency_grant,true,typed,mem_b05d2b6812e87d8f07e1912c,profile_1328ea73fe03bead90c7ecda,[],false,1,procurement:nemotron_3_ultra_baseten,true,0,/Users/tommasocerruti/Workspace/eal-bench/results/procurement/20260809-005257-869522__authorization-memory-writer__procurement-v1-transfer-nemotron-3-ultra,state_653b94c565ac97b261034f78,no_change,non_authorization_update,2,incremental,Nemotron 3 Ultra,nvidia/NVIDIA-Nemotron-3-Ultra-550B-A55B,baseten,0,20260719,nemotron_3_ultra_baseten
false,0,[],0,0,procurement_v1_cloud_spend_narrowing,false,incremental_typed,procurement,[],[],procurement_v1_cloud_spend_narrowing,true,typed,mem_6afa598fe7300f7600d189a3,profile_0b1036603108948b61786225,[],false,1,procurement:nemotron_3_ultra_baseten,true,0,/Users/tommasocerruti/Workspace/eal-bench/results/procurement/20260809-005257-869522__authorization-memory-writer__procurement-v1-transfer-nemotron-3-ultra,state_d3913199ac86b6eb0fca3dc4,no_change,non_authorization_update,2,incremental,Nemotron 3 Ultra,nvidia/NVIDIA-Nemotron-3-Ultra-550B-A55B,baseten,0,20260719,nemotron_3_ultra_baseten
false,0,[],0,0,procurement_v1_reagent_window_narrowing,false,incremental_typed,procurement,[],[],procurement_v1_reagent_window_narrowing,false,typed,mem_cd734ebfc3363e863bd52662,profile_55888e1489fed207e3dc9949,[],false,1,procurement:nemotron_3_ultra_baseten,true,0,/Users/tommasocerruti/Workspace/eal-bench/results/procurement/20260809-005257-869522__authorization-memory-writer__procurement-v1-transfer-nemotron-3-ultra,state_68ea2150fce51a11f7001e67,no_change,non_authorization_update,2,incremental,Nemotron 3 Ultra,nvidia/NVIDIA-Nemotron-3-Ultra-550B-A55B,baseten,0,20260719,nemotron_3_ultra_baseten
false,0,[],0,0,procurement_v1_catering_category_narrowing,false,incremental_typed,procurement,[],[],procurement_v1_catering_category_narrowing,true,typed,mem_415dcafc4e21c605ba1afb00,profile_b7fd0f4e213470234a04ddf3,[],false,1,procurement:nemotron_3_ultra_baseten,true,0,/Users/tommasocerruti/Workspace/eal-bench/results/procurement/20260809-005257-869522__authorization-memory-writer__procurement-v1-transfer-nemotron-3-ultra,state_bf530367886275ffedbed15e,no_change,non_authorization_update,2,incremental,Nemotron 3 Ultra,nvidia/NVIDIA-Nemotron-3-Ultra-550B-A55B,baseten,0,20260719,nemotron_3_ultra_baseten
false,0,[],0,0,procurement_v1_freight_vendor_change,false,incremental_typed,procurement,[],[],procurement_v1_freight_vendor_change,true,typed,mem_7f9674bd5596116adb5a9528,profile_8f55c9ec04780c2cfd72f04c,[],false,1,procurement:nemotron_3_ultra_baseten,true,0,/Users/tommasocerruti/Workspace/eal-bench/results/procurement/20260809-005257-869522__authorization-memory-writer__procurement-v1-transfer-nemotron-3-ultra,state_0d4ccbe97489852ca7bc4ff0,no_change,non_authorization_update,2,incremental,Nemotron 3 Ultra,nvidia/NVIDIA-Nemotron-3-Ultra-550B-A55B,baseten,0,20260719,nemotron_3_ultra_baseten
