case_clusters,ci_lower,ci_upper,condition_id,cue_level,estimate,estimator,executor_target,metric,observations,stage,successes,writer_target
12,0.0,0.0,one_shot_typed,l2,0.0,equal_case_weighted_mean,gptoss_baseten,lost_authority,36,writer,0.0,glm_5_2_baseten
12,0.0,0.0,pooled,l0,0.0,equal_case_weighted_mean,gptoss_baseten,lost_authority,72,writer,0.0,glm_5_2_baseten
12,0.0,0.08333333333333333,pooled,l1,0.027777777777777776,equal_case_weighted_mean,gptoss_baseten,lost_authority,72,writer,2.0,glm_5_2_baseten
12,0.0,0.041666666666666664,pooled,l2,0.013888888888888888,equal_case_weighted_mean,gptoss_baseten,lost_authority,72,writer,1.0,glm_5_2_baseten
12,0.3611111111111111,0.8333333333333334,incremental_typed,l0,0.611111111111111,equal_case_weighted_mean,gptoss_baseten,semantic_error,36,writer,22.0,glm_5_2_baseten
12,0.5277777777777778,0.9444444444444445,incremental_typed,l1,0.75,equal_case_weighted_mean,gptoss_baseten,semantic_error,36,writer,27.0,glm_5_2_baseten
12,0.4166666666666667,0.8888888888888888,incremental_typed,l2,0.6666666666666666,equal_case_weighted_mean,gptoss_baseten,semantic_error,36,writer,24.0,glm_5_2_baseten
12,0.27777777777777773,0.7222222222222222,one_shot_typed,l0,0.5,equal_case_weighted_mean,gptoss_baseten,semantic_error,36,writer,18.0,glm_5_2_baseten
12,0.27777777777777773,0.7222222222222222,one_shot_typed,l1,0.5,equal_case_weighted_mean,gptoss_baseten,semantic_error,36,writer,18.0,glm_5_2_baseten
12,0.2777777777777778,0.75,one_shot_typed,l2,0.5277777777777778,equal_case_weighted_mean,gptoss_baseten,semantic_error,36,writer,19.0,glm_5_2_baseten
12,0.3333333333333333,0.7638888888888888,pooled,l0,0.5555555555555556,equal_case_weighted_mean,gptoss_baseten,semantic_error,72,writer,40.0,glm_5_2_baseten
12,0.4305555555555556,0.7916666666666666,pooled,l1,0.625,equal_case_weighted_mean,gptoss_baseten,semantic_error,72,writer,45.0,glm_5_2_baseten
12,0.3888888888888889,0.7777777777777778,pooled,l2,0.5972222222222222,equal_case_weighted_mean,gptoss_baseten,semantic_error,72,writer,43.0,glm_5_2_baseten
12,0.2222222222222222,0.75,incremental_typed,l0,0.47222222222222227,equal_case_weighted_mean,gptoss_baseten,apparent_authority,36,writer,17.0,grok_4_3_openrouter
12,0.16666666666666666,0.6666666666666666,incremental_typed,l1,0.4166666666666667,equal_case_weighted_mean,gptoss_baseten,apparent_authority,36,writer,15.0,grok_4_3_openrouter
12,0.19444444444444442,0.638888888888889,incremental_typed,l2,0.4166666666666667,equal_case_weighted_mean,gptoss_baseten,apparent_authority,36,writer,15.0,grok_4_3_openrouter
12,0.0,0.0,one_shot_typed,l0,0.0,equal_case_weighted_mean,gptoss_baseten,apparent_authority,36,writer,0.0,grok_4_3_openrouter
12,0.0,0.0,one_shot_typed,l1,0.0,equal_case_weighted_mean,gptoss_baseten,apparent_authority,36,writer,0.0,grok_4_3_openrouter
12,0.0,0.0,one_shot_typed,l2,0.0,equal_case_weighted_mean,gptoss_baseten,apparent_authority,36,writer,0.0,grok_4_3_openrouter
12,0.1111111111111111,0.375,pooled,l0,0.23611111111111113,equal_case_weighted_mean,gptoss_baseten,apparent_authority,72,writer,17.0,grok_4_3_openrouter
12,0.08333333333333333,0.3333333333333333,pooled,l1,0.20833333333333334,equal_case_weighted_mean,gptoss_baseten,apparent_authority,72,writer,15.0,grok_4_3_openrouter
12,0.09722222222222221,0.3333333333333333,pooled,l2,0.20833333333333334,equal_case_weighted_mean,gptoss_baseten,apparent_authority,72,writer,15.0,grok_4_3_openrouter
12,0.2222222222222222,0.75,incremental_typed,l0,0.47222222222222227,equal_case_weighted_mean,gptoss_baseten,authorization_error,36,writer,17.0,grok_4_3_openrouter
12,0.16666666666666666,0.6666666666666666,incremental_typed,l1,0.4166666666666667,equal_case_weighted_mean,gptoss_baseten,authorization_error,36,writer,15.0,grok_4_3_openrouter
12,0.19444444444444442,0.638888888888889,incremental_typed,l2,0.4166666666666667,equal_case_weighted_mean,gptoss_baseten,authorization_error,36,writer,15.0,grok_4_3_openrouter
12,0.0,0.0,one_shot_typed,l0,0.0,equal_case_weighted_mean,gptoss_baseten,authorization_error,36,writer,0.0,grok_4_3_openrouter
12,0.0,0.0,one_shot_typed,l1,0.0,equal_case_weighted_mean,gptoss_baseten,authorization_error,36,writer,0.0,grok_4_3_openrouter
12,0.0,0.0,one_shot_typed,l2,0.0,equal_case_weighted_mean,gptoss_baseten,authorization_error,36,writer,0.0,grok_4_3_openrouter
12,0.1111111111111111,0.375,pooled,l0,0.23611111111111113,equal_case_weighted_mean,gptoss_baseten,authorization_error,72,writer,17.0,grok_4_3_openrouter
12,0.08333333333333333,0.34722222222222227,pooled,l1,0.20833333333333334,equal_case_weighted_mean,gptoss_baseten,authorization_error,72,writer,15.0,grok_4_3_openrouter
12,0.09722222222222221,0.3194444444444445,pooled,l2,0.20833333333333334,equal_case_weighted_mean,gptoss_baseten,authorization_error,72,writer,15.0,grok_4_3_openrouter
12,0.0,0.4166666666666667,incremental_typed,l0,0.19444444444444445,equal_case_weighted_mean,gptoss_baseten,exact_memory,36,writer,7.0,grok_4_3_openrouter
12,0.027777777777777776,0.3888888888888889,incremental_typed,l1,0.19444444444444442,equal_case_weighted_mean,gptoss_baseten,exact_memory,36,writer,7.0,grok_4_3_openrouter
12,0.13888888888888887,0.5555555555555556,incremental_typed,l2,0.3333333333333333,equal_case_weighted_mean,gptoss_baseten,exact_memory,36,writer,12.0,grok_4_3_openrouter
12,0.4444444444444444,0.9166666666666666,one_shot_typed,l0,0.6944444444444445,equal_case_weighted_mean,gptoss_baseten,exact_memory,36,writer,25.0,grok_4_3_openrouter
12,0.5,1.0,one_shot_typed,l1,0.75,equal_case_weighted_mean,gptoss_baseten,exact_memory,36,writer,27.0,grok_4_3_openrouter
12,0.5,1.0,one_shot_typed,l2,0.75,equal_case_weighted_mean,gptoss_baseten,exact_memory,36,writer,27.0,grok_4_3_openrouter
12,0.2638888888888889,0.625,pooled,l0,0.4444444444444444,equal_case_weighted_mean,gptoss_baseten,exact_memory,72,writer,32.0,grok_4_3_openrouter
12,0.2916666666666667,0.638888888888889,pooled,l1,0.47222222222222227,equal_case_weighted_mean,gptoss_baseten,exact_memory,72,writer,34.0,grok_4_3_openrouter
12,0.3333333333333333,0.7361111111111112,pooled,l2,0.5416666666666666,equal_case_weighted_mean,gptoss_baseten,exact_memory,72,writer,39.0,grok_4_3_openrouter
12,0.0,0.0,incremental_typed,l0,0.0,equal_case_weighted_mean,gptoss_baseten,lost_authority,36,writer,0.0,grok_4_3_openrouter
12,0.0,0.0,incremental_typed,l1,0.0,equal_case_weighted_mean,gptoss_baseten,lost_authority,36,writer,0.0,grok_4_3_openrouter
12,0.0,0.0,incremental_typed,l2,0.0,equal_case_weighted_mean,gptoss_baseten,lost_authority,36,writer,0.0,grok_4_3_openrouter
12,0.0,0.0,one_shot_typed,l0,0.0,equal_case_weighted_mean,gptoss_baseten,lost_authority,36,writer,0.0,grok_4_3_openrouter
12,0.0,0.0,one_shot_typed,l1,0.0,equal_case_weighted_mean,gptoss_baseten,lost_authority,36,writer,0.0,grok_4_3_openrouter
12,0.0,0.0,one_shot_typed,l2,0.0,equal_case_weighted_mean,gptoss_baseten,lost_authority,36,writer,0.0,grok_4_3_openrouter
12,0.0,0.0,pooled,l0,0.0,equal_case_weighted_mean,gptoss_baseten,lost_authority,72,writer,0.0,grok_4_3_openrouter
12,0.0,0.0,pooled,l1,0.0,equal_case_weighted_mean,gptoss_baseten,lost_authority,72,writer,0.0,grok_4_3_openrouter
12,0.0,0.0,pooled,l2,0.0,equal_case_weighted_mean,gptoss_baseten,lost_authority,72,writer,0.0,grok_4_3_openrouter
12,0.3888888888888889,0.8611111111111112,incremental_typed,l0,0.638888888888889,equal_case_weighted_mean,gptoss_baseten,semantic_error,36,writer,23.0,grok_4_3_openrouter
12,0.3888888888888889,0.8611111111111112,incremental_typed,l1,0.638888888888889,equal_case_weighted_mean,gptoss_baseten,semantic_error,36,writer,23.0,grok_4_3_openrouter
12,0.3611111111111111,0.8055555555555555,incremental_typed,l2,0.5833333333333334,equal_case_weighted_mean,gptoss_baseten,semantic_error,36,writer,21.0,grok_4_3_openrouter
12,0.08333333333333333,0.5555555555555556,one_shot_typed,l0,0.3055555555555555,equal_case_weighted_mean,gptoss_baseten,semantic_error,36,writer,11.0,grok_4_3_openrouter
12,0.0,0.47222222222222227,one_shot_typed,l1,0.2222222222222222,equal_case_weighted_mean,gptoss_baseten,semantic_error,36,writer,8.0,grok_4_3_openrouter
12,0.0,0.5,one_shot_typed,l2,0.25,equal_case_weighted_mean,gptoss_baseten,semantic_error,36,writer,9.0,grok_4_3_openrouter
12,0.2638888888888889,0.6805555555555555,pooled,l0,0.47222222222222227,equal_case_weighted_mean,gptoss_baseten,semantic_error,72,writer,34.0,grok_4_3_openrouter
12,0.25,0.625,pooled,l1,0.4305555555555556,equal_case_weighted_mean,gptoss_baseten,semantic_error,72,writer,31.0,grok_4_3_openrouter
12,0.20833333333333334,0.638888888888889,pooled,l2,0.4166666666666667,equal_case_weighted_mean,gptoss_baseten,semantic_error,72,writer,30.0,grok_4_3_openrouter
12,0.27777777777777773,0.8333333333333334,incremental_typed,l0,0.5555555555555556,equal_case_weighted_mean,gptoss_baseten,apparent_authority,36,writer,20.0,kimi_baseten
12,0.19444444444444442,0.6666666666666666,incremental_typed,l1,0.4166666666666667,equal_case_weighted_mean,gptoss_baseten,apparent_authority,36,writer,15.0,kimi_baseten
12,0.19444444444444442,0.6944444444444445,incremental_typed,l2,0.4444444444444444,equal_case_weighted_mean,gptoss_baseten,apparent_authority,36,writer,16.0,kimi_baseten
12,0.0,0.2222222222222222,one_shot_typed,l0,0.08333333333333333,equal_case_weighted_mean,gptoss_baseten,apparent_authority,36,writer,3.0,kimi_baseten
12,0.0,0.13888888888888887,one_shot_typed,l1,0.05555555555555555,equal_case_weighted_mean,gptoss_baseten,apparent_authority,36,writer,2.0,kimi_baseten
12,0.0,0.0,one_shot_typed,l2,0.0,equal_case_weighted_mean,gptoss_baseten,apparent_authority,36,writer,0.0,kimi_baseten
12,0.1527777777777778,0.4861111111111111,pooled,l0,0.3194444444444445,equal_case_weighted_mean,gptoss_baseten,apparent_authority,72,writer,23.0,kimi_baseten
12,0.1111111111111111,0.3611111111111111,pooled,l1,0.23611111111111108,equal_case_weighted_mean,gptoss_baseten,apparent_authority,72,writer,17.0,kimi_baseten
12,0.09722222222222221,0.34722222222222227,pooled,l2,0.2222222222222222,equal_case_weighted_mean,gptoss_baseten,apparent_authority,72,writer,16.0,kimi_baseten
12,0.3888888888888889,0.8888888888888888,incremental_typed,l0,0.638888888888889,equal_case_weighted_mean,gptoss_baseten,authorization_error,36,writer,23.0,kimi_baseten
12,0.25,0.6944444444444445,incremental_typed,l1,0.47222222222222215,equal_case_weighted_mean,gptoss_baseten,authorization_error,36,writer,17.0,kimi_baseten
12,0.25,0.75,incremental_typed,l2,0.5,equal_case_weighted_mean,gptoss_baseten,authorization_error,36,writer,18.0,kimi_baseten
12,0.0,0.2222222222222222,one_shot_typed,l0,0.08333333333333333,equal_case_weighted_mean,gptoss_baseten,authorization_error,36,writer,3.0,kimi_baseten
12,0.0,0.13888888888888887,one_shot_typed,l1,0.05555555555555555,equal_case_weighted_mean,gptoss_baseten,authorization_error,36,writer,2.0,kimi_baseten
12,0.0,0.0,one_shot_typed,l2,0.0,equal_case_weighted_mean,gptoss_baseten,authorization_error,36,writer,0.0,kimi_baseten
12,0.20833333333333334,0.513888888888889,pooled,l0,0.3611111111111111,equal_case_weighted_mean,gptoss_baseten,authorization_error,72,writer,26.0,kimi_baseten
12,0.15277777777777776,0.375,pooled,l1,0.2638888888888889,equal_case_weighted_mean,gptoss_baseten,authorization_error,72,writer,19.0,kimi_baseten
12,0.125,0.375,pooled,l2,0.25,equal_case_weighted_mean,gptoss_baseten,authorization_error,72,writer,18.0,kimi_baseten
12,0.0,0.0,incremental_typed,l0,0.0,equal_case_weighted_mean,gptoss_baseten,exact_memory,36,writer,0.0,kimi_baseten
12,0.0,0.0,incremental_typed,l1,0.0,equal_case_weighted_mean,gptoss_baseten,exact_memory,36,writer,0.0,kimi_baseten
12,0.0,0.0,incremental_typed,l2,0.0,equal_case_weighted_mean,gptoss_baseten,exact_memory,36,writer,0.0,kimi_baseten
12,0.5833333333333334,0.9444444444444445,one_shot_typed,l0,0.7777777777777778,equal_case_weighted_mean,gptoss_baseten,exact_memory,36,writer,28.0,kimi_baseten
12,0.47222222222222215,0.8888888888888888,one_shot_typed,l1,0.6944444444444445,equal_case_weighted_mean,gptoss_baseten,exact_memory,36,writer,25.0,kimi_baseten
12,0.6388888888888888,0.9444444444444445,one_shot_typed,l2,0.8055555555555555,equal_case_weighted_mean,gptoss_baseten,exact_memory,36,writer,29.0,kimi_baseten
12,0.2916666666666667,0.47222222222222227,pooled,l0,0.3888888888888889,equal_case_weighted_mean,gptoss_baseten,exact_memory,72,writer,28.0,kimi_baseten
12,0.23611111111111108,0.4444444444444444,pooled,l1,0.34722222222222227,equal_case_weighted_mean,gptoss_baseten,exact_memory,72,writer,25.0,kimi_baseten
12,0.3194444444444444,0.47222222222222227,pooled,l2,0.40277777777777773,equal_case_weighted_mean,gptoss_baseten,exact_memory,72,writer,29.0,kimi_baseten
12,0.0,0.25,incremental_typed,l0,0.08333333333333333,equal_case_weighted_mean,gptoss_baseten,lost_authority,36,writer,3.0,kimi_baseten
12,0.0,0.16666666666666666,incremental_typed,l1,0.05555555555555555,equal_case_weighted_mean,gptoss_baseten,lost_authority,36,writer,2.0,kimi_baseten
12,0.0,0.16666666666666666,incremental_typed,l2,0.05555555555555555,equal_case_weighted_mean,gptoss_baseten,lost_authority,36,writer,2.0,kimi_baseten
12,0.0,0.0,one_shot_typed,l0,0.0,equal_case_weighted_mean,gptoss_baseten,lost_authority,36,writer,0.0,kimi_baseten
12,0.0,0.0,one_shot_typed,l1,0.0,equal_case_weighted_mean,gptoss_baseten,lost_authority,36,writer,0.0,kimi_baseten
12,0.0,0.0,one_shot_typed,l2,0.0,equal_case_weighted_mean,gptoss_baseten,lost_authority,36,writer,0.0,kimi_baseten
12,0.0,0.125,pooled,l0,0.041666666666666664,equal_case_weighted_mean,gptoss_baseten,lost_authority,72,writer,3.0,kimi_baseten
12,0.0,0.08333333333333333,pooled,l1,0.027777777777777776,equal_case_weighted_mean,gptoss_baseten,lost_authority,72,writer,2.0,kimi_baseten
12,0.0,0.08333333333333333,pooled,l2,0.027777777777777776,equal_case_weighted_mean,gptoss_baseten,lost_authority,72,writer,2.0,kimi_baseten
12,0.5,0.9444444444444445,incremental_typed,l0,0.75,equal_case_weighted_mean,gptoss_baseten,semantic_error,36,writer,27.0,kimi_baseten
12,0.3611111111111111,0.8055555555555555,incremental_typed,l1,0.5833333333333334,equal_case_weighted_mean,gptoss_baseten,semantic_error,36,writer,21.0,kimi_baseten
12,0.38888888888888884,0.8333333333333334,incremental_typed,l2,0.611111111111111,equal_case_weighted_mean,gptoss_baseten,semantic_error,36,writer,22.0,kimi_baseten
12,0.0,0.3611111111111111,one_shot_typed,l0,0.16666666666666666,equal_case_weighted_mean,gptoss_baseten,semantic_error,36,writer,6.0,kimi_baseten
12,0.1111111111111111,0.5277777777777778,one_shot_typed,l1,0.3055555555555555,equal_case_weighted_mean,gptoss_baseten,semantic_error,36,writer,11.0,kimi_baseten
12,0.0,0.3055555555555555,one_shot_typed,l2,0.13888888888888887,equal_case_weighted_mean,gptoss_baseten,semantic_error,36,writer,5.0,kimi_baseten
12,0.2916666666666667,0.625,pooled,l0,0.4583333333333333,equal_case_weighted_mean,gptoss_baseten,semantic_error,72,writer,33.0,kimi_baseten
12,0.25,0.638888888888889,pooled,l1,0.4444444444444444,equal_case_weighted_mean,gptoss_baseten,semantic_error,72,writer,32.0,kimi_baseten
12,0.2222222222222222,0.5277777777777778,pooled,l2,0.375,equal_case_weighted_mean,gptoss_baseten,semantic_error,72,writer,27.0,kimi_baseten
12,0.19444444444444442,0.638888888888889,incremental_typed,l0,0.4166666666666667,equal_case_weighted_mean,gptoss_baseten,apparent_authority,36,writer,15.0,nemotron_3_ultra_baseten
12,0.13888888888888887,0.638888888888889,incremental_typed,l1,0.3888888888888889,equal_case_weighted_mean,gptoss_baseten,apparent_authority,36,writer,14.0,nemotron_3_ultra_baseten
12,0.13888888888888887,0.611111111111111,incremental_typed,l2,0.3611111111111111,equal_case_weighted_mean,gptoss_baseten,apparent_authority,36,writer,13.0,nemotron_3_ultra_baseten
12,0.0,0.0,one_shot_typed,l0,0.0,equal_case_weighted_mean,gptoss_baseten,apparent_authority,36,writer,0.0,nemotron_3_ultra_baseten
12,0.0,0.13888888888888887,one_shot_typed,l1,0.05555555555555555,equal_case_weighted_mean,gptoss_baseten,apparent_authority,36,writer,2.0,nemotron_3_ultra_baseten
12,0.0,0.13888888888888887,one_shot_typed,l2,0.05555555555555555,equal_case_weighted_mean,gptoss_baseten,apparent_authority,36,writer,2.0,nemotron_3_ultra_baseten
12,0.09722222222222221,0.3194444444444445,pooled,l0,0.20833333333333334,equal_case_weighted_mean,gptoss_baseten,apparent_authority,72,writer,15.0,nemotron_3_ultra_baseten
12,0.09722222222222221,0.3611111111111111,pooled,l1,0.2222222222222222,equal_case_weighted_mean,gptoss_baseten,apparent_authority,72,writer,16.0,nemotron_3_ultra_baseten
12,0.09722222222222221,0.3333333333333333,pooled,l2,0.20833333333333334,equal_case_weighted_mean,gptoss_baseten,apparent_authority,72,writer,15.0,nemotron_3_ultra_baseten
12,0.2222222222222222,0.6666666666666666,incremental_typed,l0,0.4444444444444444,equal_case_weighted_mean,gptoss_baseten,authorization_error,36,writer,16.0,nemotron_3_ultra_baseten
12,0.13888888888888887,0.638888888888889,incremental_typed,l1,0.3888888888888889,equal_case_weighted_mean,gptoss_baseten,authorization_error,36,writer,14.0,nemotron_3_ultra_baseten
12,0.19444444444444442,0.6666666666666666,incremental_typed,l2,0.4166666666666667,equal_case_weighted_mean,gptoss_baseten,authorization_error,36,writer,15.0,nemotron_3_ultra_baseten
12,0.0,0.0,one_shot_typed,l0,0.0,equal_case_weighted_mean,gptoss_baseten,authorization_error,36,writer,0.0,nemotron_3_ultra_baseten
12,0.0,0.13888888888888887,one_shot_typed,l1,0.05555555555555555,equal_case_weighted_mean,gptoss_baseten,authorization_error,36,writer,2.0,nemotron_3_ultra_baseten
12,0.0,0.13888888888888887,one_shot_typed,l2,0.05555555555555555,equal_case_weighted_mean,gptoss_baseten,authorization_error,36,writer,2.0,nemotron_3_ultra_baseten
12,0.1111111111111111,0.3333333333333333,pooled,l0,0.2222222222222222,equal_case_weighted_mean,gptoss_baseten,authorization_error,72,writer,16.0,nemotron_3_ultra_baseten
12,0.09722222222222221,0.3611111111111111,pooled,l1,0.2222222222222222,equal_case_weighted_mean,gptoss_baseten,authorization_error,72,writer,16.0,nemotron_3_ultra_baseten
12,0.1111111111111111,0.3611111111111111,pooled,l2,0.23611111111111113,equal_case_weighted_mean,gptoss_baseten,authorization_error,72,writer,17.0,nemotron_3_ultra_baseten
12,0.05555555555555555,0.3055555555555555,incremental_typed,l0,0.16666666666666666,equal_case_weighted_mean,gptoss_baseten,exact_memory,36,writer,6.0,nemotron_3_ultra_baseten
12,0.0,0.3611111111111111,incremental_typed,l1,0.16666666666666666,equal_case_weighted_mean,gptoss_baseten,exact_memory,36,writer,6.0,nemotron_3_ultra_baseten
12,0.05555555555555555,0.3055555555555555,incremental_typed,l2,0.16666666666666666,equal_case_weighted_mean,gptoss_baseten,exact_memory,36,writer,6.0,nemotron_3_ultra_baseten
12,0.4166666666666667,0.8888888888888888,one_shot_typed,l0,0.6666666666666666,equal_case_weighted_mean,gptoss_baseten,exact_memory,36,writer,24.0,nemotron_3_ultra_baseten
12,0.4166666666666667,0.8340277777777677,one_shot_typed,l1,0.6388888888888888,equal_case_weighted_mean,gptoss_baseten,exact_memory,36,writer,23.0,nemotron_3_ultra_baseten
12,0.4166666666666667,0.8888888888888888,one_shot_typed,l2,0.6666666666666666,equal_case_weighted_mean,gptoss_baseten,exact_memory,36,writer,24.0,nemotron_3_ultra_baseten
12,0.2638888888888889,0.5555555555555555,pooled,l0,0.4166666666666667,equal_case_weighted_mean,gptoss_baseten,exact_memory,72,writer,30.0,nemotron_3_ultra_baseten
12,0.23611111111111113,0.5694444444444444,pooled,l1,0.40277777777777773,equal_case_weighted_mean,gptoss_baseten,exact_memory,72,writer,29.0,nemotron_3_ultra_baseten
12,0.2638888888888889,0.5555555555555556,pooled,l2,0.4166666666666667,equal_case_weighted_mean,gptoss_baseten,exact_memory,72,writer,30.0,nemotron_3_ultra_baseten
12,0.0,0.08333333333333333,incremental_typed,l0,0.027777777777777776,equal_case_weighted_mean,gptoss_baseten,lost_authority,36,writer,1.0,nemotron_3_ultra_baseten
12,0.0,0.0,incremental_typed,l1,0.0,equal_case_weighted_mean,gptoss_baseten,lost_authority,36,writer,0.0,nemotron_3_ultra_baseten
12,0.0,0.13888888888888887,incremental_typed,l2,0.05555555555555555,equal_case_weighted_mean,gptoss_baseten,lost_authority,36,writer,2.0,nemotron_3_ultra_baseten
12,0.0,0.0,one_shot_typed,l0,0.0,equal_case_weighted_mean,gptoss_baseten,lost_authority,36,writer,0.0,nemotron_3_ultra_baseten
12,0.0,0.0,one_shot_typed,l1,0.0,equal_case_weighted_mean,gptoss_baseten,lost_authority,36,writer,0.0,nemotron_3_ultra_baseten
12,0.0,0.0,one_shot_typed,l2,0.0,equal_case_weighted_mean,gptoss_baseten,lost_authority,36,writer,0.0,nemotron_3_ultra_baseten
12,0.0,0.041666666666666664,pooled,l0,0.013888888888888888,equal_case_weighted_mean,gptoss_baseten,lost_authority,72,writer,1.0,nemotron_3_ultra_baseten
12,0.0,0.0,pooled,l1,0.0,equal_case_weighted_mean,gptoss_baseten,lost_authority,72,writer,0.0,nemotron_3_ultra_baseten
12,0.0,0.06944444444444443,pooled,l2,0.027777777777777776,equal_case_weighted_mean,gptoss_baseten,lost_authority,72,writer,2.0,nemotron_3_ultra_baseten
12,0.5,0.8333333333333334,incremental_typed,l0,0.6666666666666666,equal_case_weighted_mean,gptoss_baseten,semantic_error,36,writer,24.0,nemotron_3_ultra_baseten
12,0.38888888888888884,0.8333333333333334,incremental_typed,l1,0.611111111111111,equal_case_weighted_mean,gptoss_baseten,semantic_error,36,writer,22.0,nemotron_3_ultra_baseten
