condition_id,correct_origin_transitions,cue_level,error_introduction_rate,error_introductions,error_persistence_rate,error_persistences,final_error_rate,incorrect_origin_transitions,initial_error_rate,metric,self_repair_rate,state_observations,trajectories,writer_target
incremental_typed,54,l1,0.12962962962962962,7,,0,0.5833333333333334,0,0.0,authorization_error,,66,12,glm_5_2_baseten
incremental_typed,46,l1,0.1956521739130435,9,1.0,8,0.75,8,0.0,semantic_error,0.0,66,12,glm_5_2_baseten
incremental_typed,51,l1,0.13725490196078433,7,1.0,3,0.5833333333333334,3,0.0,authorization_error,0.0,66,12,qwen_plus_0728_openrouter
incremental_typed,48,l1,0.16666666666666666,8,1.0,6,0.6666666666666666,6,0.0,semantic_error,0.0,66,12,qwen_plus_0728_openrouter
incremental_typed,54,l1,0.09259259259259259,5,,0,0.4166666666666667,0,0.0,authorization_error,,66,12,kimi_baseten
incremental_typed,50,l1,0.14,7,1.0,4,0.5833333333333334,4,0.0,semantic_error,0.0,66,12,kimi_baseten
incremental_typed,54,l2,0.09259259259259259,5,,0,0.4166666666666667,0,0.0,authorization_error,,66,12,nemotron_3_ultra_baseten
incremental_typed,45,l2,0.13333333333333333,6,1.0,9,0.5833333333333334,9,0.08333333333333333,semantic_error,0.0,66,12,nemotron_3_ultra_baseten
incremental_typed,54,l2,0.1111111111111111,6,,0,0.5,0,0.0,authorization_error,,66,12,grok_4_3_openrouter
incremental_typed,48,l2,0.14583333333333334,7,1.0,6,0.5833333333333334,6,0.0,semantic_error,0.0,66,12,grok_4_3_openrouter
incremental_typed,54,l2,0.09259259259259259,5,,0,0.4166666666666667,0,0.0,authorization_error,,66,12,glm_5_2_baseten
incremental_typed,46,l2,0.15217391304347827,7,1.0,8,0.6666666666666666,8,0.08333333333333333,semantic_error,0.0,66,12,glm_5_2_baseten
incremental_typed,54,l2,0.09259259259259259,5,,0,0.4166666666666667,0,0.0,authorization_error,,66,12,qwen_plus_0728_openrouter
incremental_typed,52,l2,0.11538461538461539,6,1.0,2,0.5,2,0.0,semantic_error,0.0,66,12,qwen_plus_0728_openrouter
incremental_typed,54,l2,0.07407407407407407,4,,0,0.3333333333333333,0,0.0,authorization_error,,66,12,kimi_baseten
incremental_typed,50,l2,0.1,5,1.0,4,0.4166666666666667,4,0.0,semantic_error,0.0,66,12,kimi_baseten
incremental_typed,54,l2,0.09259259259259259,5,,0,0.4166666666666667,0,0.0,authorization_error,,66,12,grok_4_3_openrouter
incremental_typed,48,l2,0.14583333333333334,7,1.0,6,0.5833333333333334,6,0.0,semantic_error,0.0,66,12,grok_4_3_openrouter
incremental_typed,53,l2,0.09433962264150944,5,0.0,0,0.3333333333333333,1,0.0,authorization_error,1.0,66,12,nemotron_3_ultra_baseten
incremental_typed,43,l2,0.18604651162790697,8,1.0,11,0.6666666666666666,11,0.0,semantic_error,0.0,66,12,nemotron_3_ultra_baseten
incremental_typed,51,l2,0.13725490196078433,7,1.0,3,0.5833333333333334,3,0.0,authorization_error,0.0,66,12,qwen_plus_0728_openrouter
incremental_typed,43,l2,0.18604651162790697,8,1.0,11,0.75,11,0.08333333333333333,semantic_error,0.0,66,12,qwen_plus_0728_openrouter
incremental_typed,54,l2,0.09259259259259259,5,,0,0.4166666666666667,0,0.0,authorization_error,,66,12,glm_5_2_baseten
incremental_typed,46,l2,0.17391304347826086,8,1.0,8,0.6666666666666666,8,0.0,semantic_error,0.0,66,12,glm_5_2_baseten
incremental_typed,54,l2,0.12962962962962962,7,,0,0.5833333333333334,0,0.0,authorization_error,,66,12,kimi_baseten
incremental_typed,46,l2,0.1956521739130435,9,1.0,8,0.75,8,0.0,semantic_error,0.0,66,12,kimi_baseten
incremental_typed,50,l2,0.12,6,1.0,4,0.5,4,0.0,authorization_error,0.0,66,12,nemotron_3_ultra_baseten
incremental_typed,39,l2,0.1794871794871795,7,1.0,15,0.6666666666666666,15,0.08333333333333333,semantic_error,0.0,66,12,nemotron_3_ultra_baseten
incremental_typed,54,l2,0.07407407407407407,4,,0,0.3333333333333333,0,0.0,authorization_error,,66,12,grok_4_3_openrouter
incremental_typed,49,l2,0.14285714285714285,7,1.0,5,0.5833333333333334,5,0.0,semantic_error,0.0,66,12,grok_4_3_openrouter
incremental_typed,54,l2,0.1111111111111111,6,,0,0.5,0,0.0,authorization_error,,66,12,qwen_plus_0728_openrouter
incremental_typed,52,l2,0.15384615384615385,8,1.0,2,0.6666666666666666,2,0.0,semantic_error,0.0,66,12,qwen_plus_0728_openrouter
incremental_typed,54,l2,0.1111111111111111,6,,0,0.5,0,0.0,authorization_error,,66,12,glm_5_2_baseten
incremental_typed,46,l2,0.17391304347826086,8,1.0,8,0.6666666666666666,8,0.0,semantic_error,0.0,66,12,glm_5_2_baseten
incremental_typed,54,l2,0.12962962962962962,7,,0,0.5833333333333334,0,0.0,authorization_error,,66,12,kimi_baseten
incremental_typed,48,l2,0.16666666666666666,8,1.0,6,0.6666666666666666,6,0.0,semantic_error,0.0,66,12,kimi_baseten
