bootstrap,case_clusters,ci_lower,ci_upper,condition_id,contrast,estimate,estimator,executor_target,metric,paired_units,stage,writer_target
paired_case_cluster_percentile,12,-0.16666666666666666,0.013888888888888888,pooled,l1-l0,-0.06944444444444443,mean_within_case_paired_difference,gptoss_baseten,semantic_error,72,writer,deepseek_v4_1_flash_baseten
paired_case_cluster_percentile,12,-0.06944444444444443,0.08333333333333333,pooled,l2-l1,0.013888888888888888,mean_within_case_paired_difference,gptoss_baseten,semantic_error,72,writer,deepseek_v4_1_flash_baseten
paired_case_cluster_percentile,12,-0.1111111111111111,0.1111111111111111,incremental_typed,l1-l0,0.0,mean_within_case_paired_difference,gptoss_baseten,apparent_authority,36,writer,inkling_baseten
paired_case_cluster_percentile,12,-0.08333333333333333,0.25,incremental_typed,l2-l1,0.05555555555555556,mean_within_case_paired_difference,gptoss_baseten,apparent_authority,36,writer,inkling_baseten
paired_case_cluster_percentile,12,-0.08333333333333333,0.0,one_shot_typed,l1-l0,-0.027777777777777776,mean_within_case_paired_difference,gptoss_baseten,apparent_authority,36,writer,inkling_baseten
paired_case_cluster_percentile,12,0.0,0.0,one_shot_typed,l2-l1,0.0,mean_within_case_paired_difference,gptoss_baseten,apparent_authority,36,writer,inkling_baseten
paired_case_cluster_percentile,12,-0.06944444444444443,0.041666666666666664,pooled,l1-l0,-0.013888888888888888,mean_within_case_paired_difference,gptoss_baseten,apparent_authority,72,writer,inkling_baseten
paired_case_cluster_percentile,12,-0.041666666666666664,0.125,pooled,l2-l1,0.02777777777777778,mean_within_case_paired_difference,gptoss_baseten,apparent_authority,72,writer,inkling_baseten
paired_case_cluster_percentile,12,-0.25,0.1111111111111111,incremental_typed,l1-l0,-0.08333333333333333,mean_within_case_paired_difference,gptoss_baseten,authorization_error,36,writer,inkling_baseten
paired_case_cluster_percentile,12,-0.19444444444444442,0.2222222222222222,incremental_typed,l2-l1,4.625929269271485e-18,mean_within_case_paired_difference,gptoss_baseten,authorization_error,36,writer,inkling_baseten
paired_case_cluster_percentile,12,-0.08333333333333333,0.25,one_shot_typed,l1-l0,0.08333333333333333,mean_within_case_paired_difference,gptoss_baseten,authorization_error,36,writer,inkling_baseten
paired_case_cluster_percentile,12,-0.27777777777777773,0.05555555555555555,one_shot_typed,l2-l1,-0.1111111111111111,mean_within_case_paired_difference,gptoss_baseten,authorization_error,36,writer,inkling_baseten
paired_case_cluster_percentile,12,-0.08333333333333333,0.08333333333333333,pooled,l1-l0,0.0,mean_within_case_paired_difference,gptoss_baseten,authorization_error,72,writer,inkling_baseten
paired_case_cluster_percentile,12,-0.13888888888888887,0.027777777777777776,pooled,l2-l1,-0.05555555555555555,mean_within_case_paired_difference,gptoss_baseten,authorization_error,72,writer,inkling_baseten
paired_case_cluster_percentile,12,0.0,0.0,incremental_typed,l1-l0,0.0,mean_within_case_paired_difference,gptoss_baseten,exact_memory,36,writer,inkling_baseten
paired_case_cluster_percentile,12,0.0,0.0,incremental_typed,l2-l1,0.0,mean_within_case_paired_difference,gptoss_baseten,exact_memory,36,writer,inkling_baseten
paired_case_cluster_percentile,12,-0.25,0.05555555555555555,one_shot_typed,l1-l0,-0.08333333333333333,mean_within_case_paired_difference,gptoss_baseten,exact_memory,36,writer,inkling_baseten
paired_case_cluster_percentile,12,-0.1111111111111111,0.2222222222222222,one_shot_typed,l2-l1,0.05555555555555555,mean_within_case_paired_difference,gptoss_baseten,exact_memory,36,writer,inkling_baseten
paired_case_cluster_percentile,12,-0.125,0.027777777777777776,pooled,l1-l0,-0.041666666666666664,mean_within_case_paired_difference,gptoss_baseten,exact_memory,72,writer,inkling_baseten
paired_case_cluster_percentile,12,-0.05555555555555555,0.1111111111111111,pooled,l2-l1,0.027777777777777776,mean_within_case_paired_difference,gptoss_baseten,exact_memory,72,writer,inkling_baseten
paired_case_cluster_percentile,12,-0.2222222222222222,0.1111111111111111,incremental_typed,l1-l0,-0.05555555555555555,mean_within_case_paired_difference,gptoss_baseten,lost_authority,36,writer,inkling_baseten
paired_case_cluster_percentile,12,-0.19444444444444442,0.05555555555555555,incremental_typed,l2-l1,-0.05555555555555555,mean_within_case_paired_difference,gptoss_baseten,lost_authority,36,writer,inkling_baseten
paired_case_cluster_percentile,12,-0.05555555555555555,0.27777777777777773,one_shot_typed,l1-l0,0.1111111111111111,mean_within_case_paired_difference,gptoss_baseten,lost_authority,36,writer,inkling_baseten
paired_case_cluster_percentile,12,-0.27777777777777773,0.05555555555555555,one_shot_typed,l2-l1,-0.1111111111111111,mean_within_case_paired_difference,gptoss_baseten,lost_authority,36,writer,inkling_baseten
paired_case_cluster_percentile,12,-0.041666666666666664,0.09722222222222221,pooled,l1-l0,0.027777777777777776,mean_within_case_paired_difference,gptoss_baseten,lost_authority,72,writer,inkling_baseten
paired_case_cluster_percentile,12,-0.18055555555555555,0.013888888888888888,pooled,l2-l1,-0.08333333333333333,mean_within_case_paired_difference,gptoss_baseten,lost_authority,72,writer,inkling_baseten
paired_case_cluster_percentile,12,-0.08333333333333333,0.16666666666666666,incremental_typed,l1-l0,0.027777777777777776,mean_within_case_paired_difference,gptoss_baseten,semantic_error,36,writer,inkling_baseten
paired_case_cluster_percentile,12,-0.2222222222222222,0.0,incremental_typed,l2-l1,-0.1111111111111111,mean_within_case_paired_difference,gptoss_baseten,semantic_error,36,writer,inkling_baseten
paired_case_cluster_percentile,12,-0.08333333333333333,0.3055555555555555,one_shot_typed,l1-l0,0.1111111111111111,mean_within_case_paired_difference,gptoss_baseten,semantic_error,36,writer,inkling_baseten
paired_case_cluster_percentile,12,-0.27777777777777773,0.1111111111111111,one_shot_typed,l2-l1,-0.08333333333333333,mean_within_case_paired_difference,gptoss_baseten,semantic_error,36,writer,inkling_baseten
paired_case_cluster_percentile,12,-0.027777777777777776,0.16666666666666666,pooled,l1-l0,0.06944444444444443,mean_within_case_paired_difference,gptoss_baseten,semantic_error,72,writer,inkling_baseten
paired_case_cluster_percentile,12,-0.18055555555555555,-0.013888888888888888,pooled,l2-l1,-0.09722222222222221,mean_within_case_paired_difference,gptoss_baseten,semantic_error,72,writer,inkling_baseten
