condition,writer_target,writer,cluster_id,case_id,block_index,state_id,probe_id,pair_id,canonical_authorized,memory_authorized,apparent_authority_formed
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_catering_category_narrowing,procurement_v1_catering_category_narrowing,0,state_be2b32d6a3e1ff3d5d527ca5,procurement_v1_catering_category_narrowing_time_out,procurement_v1_catering_category_narrowing_time,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_catering_category_narrowing,procurement_v1_catering_category_narrowing,0,state_be2b32d6a3e1ff3d5d527ca5,procurement_v1_catering_category_narrowing_category_in,procurement_v1_catering_category_narrowing_category,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_catering_category_narrowing,procurement_v1_catering_category_narrowing,0,state_be2b32d6a3e1ff3d5d527ca5,procurement_v1_catering_category_narrowing_category_out,procurement_v1_catering_category_narrowing_category,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_freight_vendor_change,procurement_v1_freight_vendor_change,0,state_c65e4d8f8a695cc622a4dc02,procurement_v1_freight_vendor_change_amount_in,procurement_v1_freight_vendor_change_amount,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_freight_vendor_change,procurement_v1_freight_vendor_change,0,state_c65e4d8f8a695cc622a4dc02,procurement_v1_freight_vendor_change_amount_out,procurement_v1_freight_vendor_change_amount,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_freight_vendor_change,procurement_v1_freight_vendor_change,0,state_c65e4d8f8a695cc622a4dc02,procurement_v1_freight_vendor_change_time_in,procurement_v1_freight_vendor_change_time,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_freight_vendor_change,procurement_v1_freight_vendor_change,0,state_c65e4d8f8a695cc622a4dc02,procurement_v1_freight_vendor_change_time_out,procurement_v1_freight_vendor_change_time,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_freight_vendor_change,procurement_v1_freight_vendor_change,0,state_c65e4d8f8a695cc622a4dc02,procurement_v1_freight_vendor_change_category_in,procurement_v1_freight_vendor_change_category,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_freight_vendor_change,procurement_v1_freight_vendor_change,0,state_c65e4d8f8a695cc622a4dc02,procurement_v1_freight_vendor_change_category_out,procurement_v1_freight_vendor_change_category,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_print_budget_narrowing,procurement_v1_print_budget_narrowing,0,state_7be3ddbbd453fa6be942c49f,procurement_v1_print_budget_narrowing_amount_in,procurement_v1_print_budget_narrowing_amount,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_print_budget_narrowing,procurement_v1_print_budget_narrowing,0,state_7be3ddbbd453fa6be942c49f,procurement_v1_print_budget_narrowing_amount_out,procurement_v1_print_budget_narrowing_amount,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_print_budget_narrowing,procurement_v1_print_budget_narrowing,0,state_7be3ddbbd453fa6be942c49f,procurement_v1_print_budget_narrowing_time_in,procurement_v1_print_budget_narrowing_time,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_print_budget_narrowing,procurement_v1_print_budget_narrowing,0,state_7be3ddbbd453fa6be942c49f,procurement_v1_print_budget_narrowing_time_out,procurement_v1_print_budget_narrowing_time,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_print_budget_narrowing,procurement_v1_print_budget_narrowing,0,state_7be3ddbbd453fa6be942c49f,procurement_v1_print_budget_narrowing_category_in,procurement_v1_print_budget_narrowing_category,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_print_budget_narrowing,procurement_v1_print_budget_narrowing,0,state_7be3ddbbd453fa6be942c49f,procurement_v1_print_budget_narrowing_category_out,procurement_v1_print_budget_narrowing_category,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_spare_parts_time_shift,procurement_v1_spare_parts_time_shift,0,state_a475665b83c18392169257d0,procurement_v1_spare_parts_time_shift_amount_in,procurement_v1_spare_parts_time_shift_amount,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_spare_parts_time_shift,procurement_v1_spare_parts_time_shift,0,state_a475665b83c18392169257d0,procurement_v1_spare_parts_time_shift_amount_out,procurement_v1_spare_parts_time_shift_amount,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_spare_parts_time_shift,procurement_v1_spare_parts_time_shift,0,state_a475665b83c18392169257d0,procurement_v1_spare_parts_time_shift_time_in,procurement_v1_spare_parts_time_shift_time,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_spare_parts_time_shift,procurement_v1_spare_parts_time_shift,0,state_a475665b83c18392169257d0,procurement_v1_spare_parts_time_shift_time_out,procurement_v1_spare_parts_time_shift_time,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_spare_parts_time_shift,procurement_v1_spare_parts_time_shift,0,state_a475665b83c18392169257d0,procurement_v1_spare_parts_time_shift_category_in,procurement_v1_spare_parts_time_shift_category,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_spare_parts_time_shift,procurement_v1_spare_parts_time_shift,0,state_a475665b83c18392169257d0,procurement_v1_spare_parts_time_shift_category_out,procurement_v1_spare_parts_time_shift_category,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_hardware_revoke_replace,procurement_v1_hardware_revoke_replace,0,state_1170685a289112d2a0a98551,procurement_v1_hardware_revoke_replace_amount_in,procurement_v1_hardware_revoke_replace_amount,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_hardware_revoke_replace,procurement_v1_hardware_revoke_replace,0,state_1170685a289112d2a0a98551,procurement_v1_hardware_revoke_replace_amount_out,procurement_v1_hardware_revoke_replace_amount,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_hardware_revoke_replace,procurement_v1_hardware_revoke_replace,0,state_1170685a289112d2a0a98551,procurement_v1_hardware_revoke_replace_time_in,procurement_v1_hardware_revoke_replace_time,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_hardware_revoke_replace,procurement_v1_hardware_revoke_replace,0,state_1170685a289112d2a0a98551,procurement_v1_hardware_revoke_replace_time_out,procurement_v1_hardware_revoke_replace_time,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_hardware_revoke_replace,procurement_v1_hardware_revoke_replace,0,state_1170685a289112d2a0a98551,procurement_v1_hardware_revoke_replace_category_in,procurement_v1_hardware_revoke_replace_category,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_hardware_revoke_replace,procurement_v1_hardware_revoke_replace,0,state_1170685a289112d2a0a98551,procurement_v1_hardware_revoke_replace_category_out,procurement_v1_hardware_revoke_replace_category,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_calibration_revoke_replace,procurement_v1_calibration_revoke_replace,0,state_f3b1c7fd4d6b365b42e0ae6d,procurement_v1_calibration_revoke_replace_amount_in,procurement_v1_calibration_revoke_replace_amount,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_calibration_revoke_replace,procurement_v1_calibration_revoke_replace,0,state_f3b1c7fd4d6b365b42e0ae6d,procurement_v1_calibration_revoke_replace_amount_out,procurement_v1_calibration_revoke_replace_amount,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_calibration_revoke_replace,procurement_v1_calibration_revoke_replace,0,state_f3b1c7fd4d6b365b42e0ae6d,procurement_v1_calibration_revoke_replace_time_in,procurement_v1_calibration_revoke_replace_time,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_calibration_revoke_replace,procurement_v1_calibration_revoke_replace,0,state_f3b1c7fd4d6b365b42e0ae6d,procurement_v1_calibration_revoke_replace_time_out,procurement_v1_calibration_revoke_replace_time,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_calibration_revoke_replace,procurement_v1_calibration_revoke_replace,0,state_f3b1c7fd4d6b365b42e0ae6d,procurement_v1_calibration_revoke_replace_category_in,procurement_v1_calibration_revoke_replace_category,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_calibration_revoke_replace,procurement_v1_calibration_revoke_replace,0,state_f3b1c7fd4d6b365b42e0ae6d,procurement_v1_calibration_revoke_replace_category_out,procurement_v1_calibration_revoke_replace_category,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_staffing_category_narrowing,procurement_v1_staffing_category_narrowing,0,state_94edc7a2e0d5f3e336ba353a,procurement_v1_staffing_category_narrowing_amount_in,procurement_v1_staffing_category_narrowing_amount,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_staffing_category_narrowing,procurement_v1_staffing_category_narrowing,0,state_94edc7a2e0d5f3e336ba353a,procurement_v1_staffing_category_narrowing_amount_out,procurement_v1_staffing_category_narrowing_amount,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_staffing_category_narrowing,procurement_v1_staffing_category_narrowing,0,state_94edc7a2e0d5f3e336ba353a,procurement_v1_staffing_category_narrowing_time_in,procurement_v1_staffing_category_narrowing_time,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_staffing_category_narrowing,procurement_v1_staffing_category_narrowing,0,state_94edc7a2e0d5f3e336ba353a,procurement_v1_staffing_category_narrowing_time_out,procurement_v1_staffing_category_narrowing_time,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_staffing_category_narrowing,procurement_v1_staffing_category_narrowing,0,state_94edc7a2e0d5f3e336ba353a,procurement_v1_staffing_category_narrowing_category_in,procurement_v1_staffing_category_narrowing_category,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_staffing_category_narrowing,procurement_v1_staffing_category_narrowing,0,state_94edc7a2e0d5f3e336ba353a,procurement_v1_staffing_category_narrowing_category_out,procurement_v1_staffing_category_narrowing_category,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_relocation_revoke_replace,procurement_v1_relocation_revoke_replace,0,state_4700888d2e5f062077a9ffdf,procurement_v1_relocation_revoke_replace_amount_in,procurement_v1_relocation_revoke_replace_amount,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_relocation_revoke_replace,procurement_v1_relocation_revoke_replace,0,state_4700888d2e5f062077a9ffdf,procurement_v1_relocation_revoke_replace_amount_out,procurement_v1_relocation_revoke_replace_amount,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_relocation_revoke_replace,procurement_v1_relocation_revoke_replace,0,state_4700888d2e5f062077a9ffdf,procurement_v1_relocation_revoke_replace_time_in,procurement_v1_relocation_revoke_replace_time,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_relocation_revoke_replace,procurement_v1_relocation_revoke_replace,0,state_4700888d2e5f062077a9ffdf,procurement_v1_relocation_revoke_replace_time_out,procurement_v1_relocation_revoke_replace_time,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_relocation_revoke_replace,procurement_v1_relocation_revoke_replace,0,state_4700888d2e5f062077a9ffdf,procurement_v1_relocation_revoke_replace_category_in,procurement_v1_relocation_revoke_replace_category,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_relocation_revoke_replace,procurement_v1_relocation_revoke_replace,0,state_4700888d2e5f062077a9ffdf,procurement_v1_relocation_revoke_replace_category_out,procurement_v1_relocation_revoke_replace_category,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_software_license_grant,procurement_v1_software_license_grant,1,state_5adc67b86d8ff8dc8c3cbb45,procurement_v1_software_license_grant_amount_in,procurement_v1_software_license_grant_amount,True,True,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_software_license_grant,procurement_v1_software_license_grant,1,state_5adc67b86d8ff8dc8c3cbb45,procurement_v1_software_license_grant_amount_out,procurement_v1_software_license_grant_amount,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_software_license_grant,procurement_v1_software_license_grant,1,state_5adc67b86d8ff8dc8c3cbb45,procurement_v1_software_license_grant_time_in,procurement_v1_software_license_grant_time,True,True,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_software_license_grant,procurement_v1_software_license_grant,1,state_5adc67b86d8ff8dc8c3cbb45,procurement_v1_software_license_grant_time_out,procurement_v1_software_license_grant_time,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_software_license_grant,procurement_v1_software_license_grant,1,state_5adc67b86d8ff8dc8c3cbb45,procurement_v1_software_license_grant_category_in,procurement_v1_software_license_grant_category,True,True,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_software_license_grant,procurement_v1_software_license_grant,1,state_5adc67b86d8ff8dc8c3cbb45,procurement_v1_software_license_grant_category_out,procurement_v1_software_license_grant_category,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_facilities_emergency_grant,procurement_v1_facilities_emergency_grant,1,state_a365c5df8e68123dd3141b65,procurement_v1_facilities_emergency_grant_amount_in,procurement_v1_facilities_emergency_grant_amount,True,True,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_facilities_emergency_grant,procurement_v1_facilities_emergency_grant,1,state_a365c5df8e68123dd3141b65,procurement_v1_facilities_emergency_grant_amount_out,procurement_v1_facilities_emergency_grant_amount,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_facilities_emergency_grant,procurement_v1_facilities_emergency_grant,1,state_a365c5df8e68123dd3141b65,procurement_v1_facilities_emergency_grant_time_in,procurement_v1_facilities_emergency_grant_time,True,True,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_facilities_emergency_grant,procurement_v1_facilities_emergency_grant,1,state_a365c5df8e68123dd3141b65,procurement_v1_facilities_emergency_grant_time_out,procurement_v1_facilities_emergency_grant_time,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_facilities_emergency_grant,procurement_v1_facilities_emergency_grant,1,state_a365c5df8e68123dd3141b65,procurement_v1_facilities_emergency_grant_category_in,procurement_v1_facilities_emergency_grant_category,True,True,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_facilities_emergency_grant,procurement_v1_facilities_emergency_grant,1,state_a365c5df8e68123dd3141b65,procurement_v1_facilities_emergency_grant_category_out,procurement_v1_facilities_emergency_grant_category,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_cloud_spend_narrowing,procurement_v1_cloud_spend_narrowing,1,state_31572f27f2162705a9e81f5a,procurement_v1_cloud_spend_narrowing_amount_in,procurement_v1_cloud_spend_narrowing_amount,True,True,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_cloud_spend_narrowing,procurement_v1_cloud_spend_narrowing,1,state_31572f27f2162705a9e81f5a,procurement_v1_cloud_spend_narrowing_amount_out,procurement_v1_cloud_spend_narrowing_amount,True,True,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_cloud_spend_narrowing,procurement_v1_cloud_spend_narrowing,1,state_31572f27f2162705a9e81f5a,procurement_v1_cloud_spend_narrowing_time_in,procurement_v1_cloud_spend_narrowing_time,True,True,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_cloud_spend_narrowing,procurement_v1_cloud_spend_narrowing,1,state_31572f27f2162705a9e81f5a,procurement_v1_cloud_spend_narrowing_time_out,procurement_v1_cloud_spend_narrowing_time,False,False,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_cloud_spend_narrowing,procurement_v1_cloud_spend_narrowing,1,state_31572f27f2162705a9e81f5a,procurement_v1_cloud_spend_narrowing_category_in,procurement_v1_cloud_spend_narrowing_category,True,True,False
capacity_2x,nemotron_3_ultra_baseten,Nemotron 3 Ultra,nemotron_3_ultra_baseten:procurement_v1_cloud_spend_narrowing,procurement_v1_cloud_spend_narrowing,1,state_31572f27f2162705a9e81f5a,procurement_v1_cloud_spend_narrowing_category_out,procurement_v1_cloud_spend_narrowing_category,False,False,False
